Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
117,Ti-6Al-4V,25.89,Spherical,0.226,263.25,1239.7,0.089,57.7,Island,294.05,27.42,180.48,107.42,2134.63,6728.9,67.15,73.97,95.83,0.34,328.43,11.7,902.2,883.71,15.67,9,Excellent
118,Near-Beta Ti,28.26,Spherical,0.24,375.57,1792.48,0.13,59.18,Stripe,232.84,27.92,216.71,103.39,1702.98,6424.95,56.38,45.05,99.0,0.92,374.71,11.35,1138.39,947.22,16.77,1,Good
119,Near-Beta Ti,32.53,Irregular,0.193,322.04,1134.01,0.143,30.05,Island,274.67,23.93,101.62,125.87,2100.31,9984.63,73.62,22.57,98.31,4.82,407.45,2.55,1058.31,979.64,12.16,2,Good
120,Ti-5553,45.44,Spherical,0.149,165.44,1239.94,0.092,27.35,Stripe,112.4,27.89,211.11,74.48,1827.8,5962.89,59.01,67.13,99.0,1.77,405.18,5.54,1098.56,886.66,17.9,6,Moderate
121,Ti-6Al-4V,35.93,Irregular,0.178,159.82,919.3,0.139,37.94,Chessboard,119.91,24.94,130.11,78.86,1994.1,6591.63,76.38,77.86,99.18,2.4,368.16,5.09,1275.01,749.0,11.8,4,Excellent
122,Near-Beta Ti,20.27,Irregular,0.133,291.6,1678.74,0.088,59.88,Stripe,272.89,12.89,92.08,78.87,1784.75,4144.2,47.1,20.56,96.95,3.44,339.14,6.44,1208.5,922.88,12.5,7,Good
123,Ti-5553,40.94,Irregular,0.11,371.77,1132.45,0.12,23.54,Stripe,213.65,29.12,214.67,58.53,2191.51,3165.21,75.0,19.29,98.78,4.61,303.2,7.48,1102.05,762.01,9.38,3,Good
124,Near-Beta Ti,56.86,Spherical,0.24,230.81,1577.54,0.104,48.48,Stripe,254.27,13.8,104.67,62.87,1719.1,5040.94,99.09,44.94,98.67,0.83,358.25,12.98,1104.33,807.03,10.92,6,Excellent
125,Near-Beta Ti,52.48,Irregular,0.073,211.94,695.68,0.113,54.03,Chessboard,129.03,19.89,116.25,61.73,1476.64,6528.23,62.58,68.42,96.23,1.21,389.37,11.15,959.03,753.32,7.93,1,Good
126,Ti-6Al-4V,53.01,Spherical,0.119,337.05,1545.9,0.101,59.86,Chessboard,156.69,17.67,200.05,56.03,2086.58,3831.99,118.74,62.28,98.45,2.84,343.82,13.42,807.32,735.05,16.56,3,Excellent
127,Near-Beta Ti,51.8,Irregular,0.23,300.52,1188.29,0.098,44.79,Stripe,97.83,16.96,175.97,124.81,2004.91,5496.99,54.78,97.75,99.64,3.34,421.46,10.86,906.6,767.0,10.49,11,Excellent
128,Ti-6Al-4V,32.95,Spherical,0.195,291.26,606.49,0.132,35.2,Stripe,277.03,25.67,236.48,107.09,1500.95,8334.08,67.47,49.49,98.43,2.23,426.54,3.56,963.5,862.57,14.12,2,Moderate
129,Near-Beta Ti,50.61,Spherical,0.056,187.33,871.52,0.096,26.66,Chessboard,290.4,15.82,242.24,102.62,1803.85,4814.89,79.36,41.43,96.64,3.3,363.02,7.81,963.61,876.92,13.66,8,Excellent
130,Ti-5553,25.73,Irregular,0.055,193.99,832.48,0.109,59.27,Chessboard,268.64,20.75,133.37,114.42,1942.91,6203.8,107.47,78.38,98.51,0.16,368.2,10.41,1012.24,951.69,11.83,2,Poor
131,Near-Beta Ti,46.31,Irregular,0.153,220.45,1502.12,0.099,56.97,Stripe,176.18,16.73,135.11,77.94,1727.85,9324.95,74.78,96.07,97.91,1.07,326.83,8.14,915.12,743.65,16.87,13,Moderate
132,Ti-6Al-4V,45.66,Spherical,0.147,201.71,1172.64,0.097,52.18,Chessboard,155.05,27.87,115.66,120.31,2126.95,6608.96,98.85,90.33,99.03,4.2,323.55,3.56,1184.63,827.16,14.02,8,Moderate
133,Ti-6Al-4V,21.02,Irregular,0.139,392.86,791.66,0.124,57.75,Stripe,181.77,13.1,167.99,70.09,2154.53,3796.79,41.2,47.08,96.36,3.8,334.66,2.71,894.49,1005.69,12.5,7,Good
134,Ti-5553,51.52,Spherical,0.11,154.65,908.16,0.083,22.43,Stripe,220.28,13.51,144.26,129.95,2094.79,6128.08,42.05,66.84,95.81,3.22,361.64,6.59,1201.0,1052.74,17.02,8,Excellent
135,Near-Beta Ti,56.13,Spherical,0.247,306.51,1204.89,0.135,45.26,Stripe,174.93,12.22,82.49,107.7,1824.64,8747.54,43.04,22.87,97.16,2.79,445.74,12.71,1080.76,941.5,17.02,6,Poor
136,Near-Beta Ti,30.7,Spherical,0.104,279.4,623.57,0.118,30.99,Chessboard,172.76,25.16,147.14,130.38,1762.85,2375.28,41.85,74.29,98.13,1.08,393.71,12.04,1030.0,1042.41,9.84,8,Poor
137,Ti-5553,52.5,Irregular,0.148,230.81,1108.95,0.138,50.62,Chessboard,174.83,13.23,90.49,46.01,1868.03,8411.7,56.36,41.54,95.48,1.43,363.44,14.04,967.77,857.43,12.33,2,Poor
138,Near-Beta Ti,23.3,Spherical,0.131,371.9,1413.67,0.095,23.83,Chessboard,243.81,20.66,215.84,132.76,1813.64,1904.12,87.67,30.03,96.32,4.82,332.72,9.26,861.35,740.41,15.69,7,Good
139,Near-Beta Ti,44.0,Spherical,0.084,317.54,1221.31,0.13,30.35,Stripe,253.09,25.34,237.91,51.16,1478.97,9614.6,103.23,22.18,95.84,0.11,416.85,7.78,1202.38,971.71,14.79,10,Good
140,Ti-6Al-4V,39.43,Spherical,0.091,399.59,1317.72,0.109,54.01,Stripe,271.52,12.31,130.29,113.55,2030.45,2436.16,85.41,33.22,98.85,2.26,396.11,12.33,1048.61,997.93,11.61,7,Good
141,Near-Beta Ti,41.84,Spherical,0.234,192.16,991.94,0.085,49.98,Island,133.46,28.61,190.62,65.07,2152.85,5195.4,46.5,55.94,98.52,0.15,361.01,8.51,904.66,744.16,17.12,1,Excellent
142,Near-Beta Ti,57.05,Irregular,0.222,171.97,819.69,0.133,59.68,Stripe,114.65,15.68,95.05,45.14,1792.51,9558.49,96.29,90.6,98.13,1.78,391.5,4.84,1285.17,750.08,10.26,5,Good
143,Ti-5553,54.85,Irregular,0.09,184.85,1571.69,0.133,45.76,Stripe,155.93,25.85,141.8,68.53,1449.24,2878.75,84.24,33.48,97.32,1.69,386.65,14.99,887.0,700.73,5.11,5,Moderate
144,Ti-5553,51.4,Irregular,0.225,217.32,1686.76,0.099,32.12,Island,172.5,25.87,177.91,84.36,1658.27,6776.59,65.3,15.05,97.24,0.67,387.07,2.8,982.87,951.52,17.23,4,Poor
145,Ti-6Al-4V,30.95,Irregular,0.092,254.2,1212.89,0.144,41.92,Stripe,234.41,16.97,97.71,55.83,1498.08,7635.82,54.14,80.19,97.59,0.44,310.66,13.91,952.26,841.06,6.15,7,Good
146,Near-Beta Ti,56.47,Spherical,0.175,365.65,966.05,0.133,57.76,Stripe,246.74,21.01,144.11,50.96,2184.33,1340.84,46.48,80.28,99.09,4.28,435.19,4.44,887.76,871.15,15.64,1,Excellent
147,Near-Beta Ti,23.9,Spherical,0.066,220.9,1213.45,0.101,46.07,Chessboard,296.51,22.62,242.39,149.31,1509.53,6347.68,79.58,16.03,97.98,1.69,427.85,13.55,1096.12,725.27,15.49,10,Good
148,Near-Beta Ti,54.13,Spherical,0.226,378.81,1654.78,0.097,55.26,Island,163.21,18.31,108.23,48.73,1464.48,7840.1,107.29,26.45,98.73,2.84,312.36,14.15,808.0,702.52,12.11,3,Excellent
149,Ti-6Al-4V,33.13,Spherical,0.06,265.73,1429.69,0.111,20.92,Chessboard,168.55,17.16,185.44,60.96,1817.55,9727.46,48.05,24.4,96.31,3.81,395.37,12.14,1214.31,848.25,17.86,14,Good
150,Ti-6Al-4V,22.15,Spherical,0.161,311.77,1630.34,0.1,34.78,Island,199.26,27.04,221.67,67.81,1452.01,2248.92,48.49,51.54,97.39,2.74,374.53,14.25,1151.23,972.71,11.98,5,Moderate
151,Ti-5553,46.77,Spherical,0.206,216.1,994.06,0.095,57.41,Stripe,260.47,14.04,211.1,74.88,1907.23,8772.02,61.96,32.44,98.15,2.24,411.38,11.01,920.49,707.2,12.32,3,Good
152,Ti-6Al-4V,29.25,Irregular,0.073,189.0,1454.37,0.108,21.57,Island,225.41,25.9,211.13,54.44,2095.24,6664.44,70.4,77.27,96.58,2.5,360.15,6.55,1215.12,706.23,7.24,1,Moderate
153,Near-Beta Ti,29.74,Spherical,0.131,367.36,1383.66,0.082,40.76,Chessboard,205.99,14.07,90.05,132.37,1600.32,7546.99,119.44,65.59,97.6,4.19,446.66,13.92,1247.97,742.96,6.6,9,Moderate
154,Near-Beta Ti,32.24,Spherical,0.058,177.38,1285.94,0.108,33.86,Stripe,222.59,24.0,245.51,141.71,2141.72,7666.3,83.15,71.01,99.2,2.7,442.78,2.5,1166.66,1076.87,9.66,8,Good
155,Ti-6Al-4V,22.55,Spherical,0.187,343.51,1233.87,0.096,45.85,Chessboard,182.18,15.75,203.61,100.39,1916.87,7516.81,106.24,44.03,95.39,1.0,314.39,4.97,824.75,1013.16,15.45,5,Excellent
156,Near-Beta Ti,27.09,Irregular,0.111,295.25,1261.17,0.099,26.49,Island,246.99,28.55,242.24,102.37,1530.01,9307.95,58.04,54.91,99.04,1.01,345.86,13.43,1031.49,806.96,11.39,8,Good
157,Near-Beta Ti,20.21,Spherical,0.162,365.28,1619.61,0.086,46.13,Island,96.57,22.11,246.47,149.32,1915.54,2107.74,112.8,71.1,98.02,2.56,331.08,10.59,844.25,741.09,15.74,5,Moderate
158,Ti-6Al-4V,37.82,Spherical,0.237,329.45,1699.19,0.121,59.67,Island,191.99,20.67,140.69,137.22,1458.22,3550.26,99.51,57.46,97.06,1.09,347.74,12.63,809.3,738.93,8.61,0,Poor
159,Ti-6Al-4V,23.37,Spherical,0.111,220.42,735.43,0.113,30.85,Chessboard,257.45,15.9,172.38,84.82,1679.63,9129.68,66.74,16.79,97.81,3.98,371.61,8.16,913.33,838.06,7.65,6,Good
160,Near-Beta Ti,47.31,Irregular,0.06,293.61,1282.53,0.133,38.46,Stripe,146.55,20.17,204.01,123.48,1412.78,5108.1,100.35,42.61,98.03,4.38,317.29,12.3,1256.94,757.43,9.51,8,Excellent
161,Near-Beta Ti,29.42,Spherical,0.185,153.27,1702.09,0.149,21.19,Stripe,265.55,11.32,224.34,69.18,1753.26,4652.83,110.92,97.41,98.9,0.89,406.64,7.14,989.21,791.83,15.89,11,Excellent
162,Near-Beta Ti,57.74,Spherical,0.207,268.8,761.69,0.088,37.36,Chessboard,252.22,12.87,245.06,45.71,2065.61,5852.47,68.76,55.12,99.01,2.25,386.12,5.29,1211.2,843.54,14.16,13,Excellent
163,Ti-5553,54.85,Irregular,0.242,171.5,1095.43,0.099,36.24,Chessboard,207.75,15.9,245.66,42.44,1957.85,3795.26,106.53,46.95,98.7,3.78,322.07,11.65,1240.87,879.0,14.14,5,Excellent
164,Ti-5553,31.58,Spherical,0.082,257.24,706.9,0.128,42.59,Chessboard,135.47,28.99,135.72,99.28,1559.03,6379.39,75.61,90.05,95.09,0.51,401.62,4.75,959.91,724.74,13.43,4,Poor
165,Ti-5553,51.33,Irregular,0.128,177.4,736.17,0.097,30.27,Stripe,269.44,19.36,195.68,94.97,1546.15,8914.28,99.63,69.74,97.79,3.01,396.61,5.33,1245.64,1050.77,8.49,14,Excellent
166,Ti-6Al-4V,52.13,Spherical,0.219,388.87,1684.93,0.082,33.15,Island,86.59,18.01,104.98,56.58,1963.35,4561.64,63.55,48.38,97.16,2.8,432.46,3.06,1105.23,720.4,16.38,14,Good
167,Ti-5553,59.46,Irregular,0.211,280.77,1135.42,0.088,44.4,Chessboard,210.35,25.45,217.79,133.85,1932.97,2870.16,95.27,63.53,97.88,3.91,331.75,10.01,849.66,1070.4,10.9,2,Excellent
168,Ti-6Al-4V,43.91,Spherical,0.175,378.3,1426.49,0.11,56.34,Chessboard,252.16,23.87,107.12,104.12,1513.79,2405.63,110.09,40.31,98.03,4.77,391.36,7.67,1171.81,800.21,8.28,14,Excellent
169,Ti-6Al-4V,23.28,Spherical,0.104,155.59,766.7,0.11,29.41,Island,186.79,23.28,231.42,81.97,1937.67,7279.54,78.37,82.31,98.08,2.49,431.4,12.38,1012.68,800.69,6.25,8,Good
170,Ti-5553,45.87,Irregular,0.107,309.41,626.34,0.148,47.1,Stripe,102.63,22.11,246.45,95.65,2024.6,1662.07,102.28,74.51,96.75,1.48,339.47,2.02,1103.96,1060.67,17.82,9,Excellent
171,Ti-5553,45.0,Spherical,0.075,226.74,1668.58,0.113,40.96,Chessboard,263.48,12.6,94.68,50.72,2013.05,1676.2,84.55,29.57,97.23,0.33,334.77,3.21,1042.57,909.87,10.24,5,Poor
172,Ti-5553,45.53,Spherical,0.234,257.96,1289.45,0.127,24.18,Chessboard,280.0,17.81,167.1,138.99,1724.48,9651.59,107.93,37.68,95.08,4.12,341.27,10.8,1289.94,811.73,14.13,2,Excellent
173,Near-Beta Ti,32.29,Irregular,0.085,368.27,623.99,0.114,42.62,Chessboard,203.93,28.02,125.0,71.96,2051.31,7003.35,58.97,10.25,99.68,0.97,414.47,4.64,1150.02,909.35,17.08,2,Moderate
174,Ti-5553,54.39,Spherical,0.165,395.01,1790.81,0.099,48.35,Island,253.17,29.19,159.91,59.21,1711.85,2703.1,41.87,81.19,99.94,4.28,421.4,7.92,910.4,1092.82,5.4,2,Moderate
175,Near-Beta Ti,58.38,Irregular,0.167,211.62,1190.63,0.087,43.93,Island,214.36,18.65,129.94,86.86,1916.57,6692.05,93.62,18.12,97.0,3.12,305.17,7.54,1194.94,1042.41,16.65,7,Good
176,Ti-6Al-4V,28.71,Spherical,0.124,387.06,1171.05,0.14,24.18,Island,206.12,10.02,91.16,70.93,2008.25,6209.04,102.17,61.5,97.1,0.93,347.14,2.7,1140.59,790.27,16.83,6,Excellent
177,Near-Beta Ti,23.53,Irregular,0.121,322.18,1345.1,0.091,54.18,Island,108.77,19.99,147.0,73.84,2004.38,8012.66,46.28,86.17,97.3,2.45,319.02,13.53,1060.46,719.89,7.85,9,Excellent
178,Ti-5553,27.78,Spherical,0.184,387.85,609.49,0.087,21.64,Stripe,176.09,14.54,114.78,130.69,1677.57,4813.15,92.69,96.95,96.47,3.21,323.04,9.96,1277.38,1008.97,9.3,5,Poor
179,Ti-6Al-4V,52.82,Spherical,0.128,290.59,1282.97,0.095,29.44,Island,229.33,13.76,173.38,100.17,1856.65,1151.41,56.83,38.71,97.18,3.08,422.39,4.65,1038.35,747.74,16.48,5,Good
180,Ti-6Al-4V,47.07,Irregular,0.101,390.19,1355.38,0.08,44.63,Chessboard,179.99,15.68,195.69,142.49,1891.15,4961.44,119.18,26.53,96.79,0.19,444.58,2.63,1075.9,934.9,11.45,13,Excellent
181,Ti-6Al-4V,45.44,Spherical,0.13,373.11,956.34,0.085,28.72,Chessboard,215.91,12.45,148.9,144.54,1587.88,7221.33,102.63,98.84,95.1,2.98,362.05,2.42,1181.98,955.42,15.75,14,Good
182,Near-Beta Ti,36.07,Irregular,0.212,182.15,1472.22,0.124,24.07,Chessboard,276.86,10.92,114.62,149.07,1406.56,9615.65,52.37,26.76,95.63,4.56,445.51,11.08,1213.06,801.72,5.08,0,Excellent
183,Ti-5553,43.11,Irregular,0.243,227.7,1052.92,0.097,40.48,Chessboard,160.57,18.89,112.59,54.47,1479.43,8561.33,78.0,23.53,95.39,3.19,356.66,14.06,1121.83,927.05,11.23,14,Good
184,Ti-6Al-4V,32.31,Irregular,0.177,210.77,1461.33,0.104,48.9,Stripe,262.27,15.25,80.41,138.65,1427.67,1209.04,103.01,93.23,96.19,2.89,407.42,11.91,1179.47,915.62,11.89,7,Poor
185,Ti-6Al-4V,39.09,Spherical,0.206,293.02,772.59,0.138,36.43,Stripe,86.39,15.12,199.41,72.41,1638.92,3201.8,81.74,94.25,95.5,3.81,353.85,7.63,1191.55,979.54,13.19,4,Good
186,Ti-6Al-4V,51.72,Spherical,0.157,350.7,1696.44,0.134,47.94,Stripe,267.59,14.43,123.03,109.22,1660.76,5948.84,118.3,53.13,96.15,2.66,348.0,14.68,1227.31,1060.45,10.23,13,Good
187,Near-Beta Ti,59.25,Spherical,0.175,339.85,1655.35,0.114,54.43,Stripe,103.47,19.93,245.03,136.56,2092.79,1497.97,74.61,67.63,95.02,3.74,388.13,3.59,1153.17,753.35,5.21,14,Excellent
188,Near-Beta Ti,57.3,Irregular,0.248,331.69,780.75,0.123,58.35,Stripe,150.72,24.66,207.0,50.22,1499.94,6360.17,110.95,47.61,99.94,0.95,430.43,4.36,1092.08,928.93,11.57,6,Good
189,Ti-5553,57.35,Irregular,0.138,243.82,1726.14,0.086,29.33,Stripe,192.96,23.14,130.21,56.7,1548.07,4861.85,47.39,93.45,95.55,4.61,388.99,12.8,945.39,918.28,12.26,5,Poor
190,Near-Beta Ti,36.09,Irregular,0.063,184.91,1269.34,0.133,44.21,Island,223.01,29.52,107.02,120.65,1896.02,7017.82,83.92,85.18,99.2,2.23,385.51,4.07,947.77,900.71,9.68,1,Good
191,Ti-6Al-4V,38.75,Spherical,0.241,202.65,1441.98,0.116,30.67,Stripe,289.68,28.28,186.14,78.14,1775.32,2984.73,119.62,56.26,95.51,1.97,375.66,3.97,895.6,856.45,16.78,7,Good
192,Ti-5553,48.23,Irregular,0.209,335.42,1608.35,0.12,54.84,Stripe,147.55,18.35,226.97,112.05,2194.61,2684.49,94.29,50.15,96.56,3.75,442.28,9.15,947.96,1095.79,8.83,0,Moderate
193,Ti-6Al-4V,56.89,Spherical,0.13,186.88,700.28,0.127,55.61,Chessboard,98.78,26.26,179.33,52.54,2009.57,9237.11,52.31,71.83,99.71,2.98,422.2,12.71,1197.77,995.35,5.57,13,Excellent
194,Ti-6Al-4V,25.68,Spherical,0.246,205.74,803.14,0.115,32.89,Chessboard,180.94,13.69,81.87,146.96,1616.27,4091.99,92.85,69.82,96.55,1.29,361.02,7.01,1152.1,993.02,16.1,4,Good
195,Near-Beta Ti,32.17,Spherical,0.119,256.14,948.47,0.117,45.81,Stripe,155.96,14.25,213.67,95.14,1977.23,9739.49,74.03,17.32,98.27,1.43,423.63,8.55,940.7,993.18,17.92,5,Excellent
196,Ti-5553,25.57,Spherical,0.124,168.03,1172.65,0.115,55.51,Island,212.03,24.02,243.92,135.76,1582.67,2437.12,96.33,35.1,96.59,3.22,316.27,14.49,959.36,739.43,15.62,12,Excellent
197,Near-Beta Ti,44.48,Spherical,0.172,203.17,1015.27,0.115,40.33,Island,283.01,14.33,88.07,114.25,1945.27,7780.09,68.11,49.47,99.71,2.01,365.31,5.16,1290.15,754.69,7.77,13,Good
198,Near-Beta Ti,32.25,Spherical,0.105,187.44,1207.02,0.133,48.82,Island,221.54,19.02,217.55,144.69,1429.22,2814.38,79.55,60.47,95.05,2.12,316.77,6.13,960.57,766.33,7.39,5,Excellent
199,Ti-5553,33.04,Spherical,0.19,387.83,823.1,0.11,52.03,Island,207.16,16.44,202.23,102.76,1559.68,7442.42,57.37,27.23,96.26,3.41,449.57,5.17,903.39,837.6,6.13,9,Excellent
200,Ti-6Al-4V,22.84,Spherical,0.081,197.88,1418.58,0.08,54.88,Stripe,134.14,14.65,147.57,73.7,1482.1,3360.77,52.88,38.79,97.07,3.13,307.06,8.33,994.52,846.78,16.43,7,Moderate
201,Ti-6Al-4V,33.99,Irregular,0.072,365.44,666.88,0.123,40.61,Island,138.25,13.09,187.79,107.49,1743.16,3985.23,63.88,55.38,99.12,0.93,436.22,4.82,1158.96,803.16,14.66,4,Moderate
202,Ti-5553,54.5,Spherical,0.157,178.7,1033.74,0.147,57.67,Stripe,175.94,22.24,107.0,149.66,1842.71,6771.34,102.07,91.08,97.87,4.42,439.77,5.56,975.18,890.61,17.16,11,Poor
203,Ti-6Al-4V,29.32,Spherical,0.161,367.42,814.84,0.098,45.16,Stripe,276.08,11.12,202.42,129.69,1607.54,1302.07,103.47,44.93,99.47,1.71,343.92,14.17,1216.0,997.26,13.58,13,Excellent
204,Ti-5553,47.81,Irregular,0.071,299.86,1475.92,0.137,26.07,Stripe,207.49,24.05,178.81,90.05,2182.81,3219.01,83.48,36.51,99.42,3.38,442.43,4.72,1004.98,792.53,5.55,11,Good
205,Ti-5553,45.19,Irregular,0.243,362.43,1660.38,0.112,44.5,Stripe,188.82,27.89,94.72,129.82,1728.47,8715.91,54.94,86.76,99.78,4.62,375.09,12.14,1296.16,767.91,9.12,10,Poor
206,Near-Beta Ti,54.54,Irregular,0.165,366.84,694.54,0.125,31.94,Stripe,199.36,16.87,227.6,117.31,1849.42,3802.97,104.73,30.85,95.91,2.26,440.71,7.73,875.31,1076.45,12.88,1,Good
207,Ti-5553,25.29,Irregular,0.08,299.09,1542.05,0.142,34.88,Chessboard,263.43,18.26,101.82,143.26,1770.82,9602.49,109.36,64.39,97.11,2.51,372.85,5.45,805.53,758.3,11.49,8,Good
208,Near-Beta Ti,59.1,Spherical,0.112,379.42,1674.87,0.134,52.35,Stripe,229.14,21.81,154.51,80.13,2090.54,2289.06,48.19,47.23,97.14,3.41,370.56,5.37,981.34,1080.62,6.14,4,Excellent
209,Ti-6Al-4V,43.31,Irregular,0.21,296.36,1768.76,0.142,58.93,Stripe,284.03,23.32,102.3,44.44,1696.57,7493.4,73.14,91.63,95.62,1.71,413.01,4.57,925.75,975.98,5.39,9,Moderate
210,Ti-6Al-4V,59.82,Irregular,0.155,328.14,1295.26,0.081,54.79,Stripe,207.98,20.9,189.84,49.51,2154.47,2468.6,84.08,71.8,99.73,1.83,335.03,7.66,994.82,953.42,8.75,2,Good
211,Ti-6Al-4V,56.46,Irregular,0.088,254.02,992.87,0.093,33.03,Chessboard,123.13,23.81,205.44,124.42,2043.97,7873.92,104.47,89.89,96.81,3.0,435.62,6.3,863.42,1024.71,13.94,2,Good
212,Ti-6Al-4V,28.86,Irregular,0.071,378.52,986.37,0.11,38.15,Chessboard,84.12,26.17,241.03,116.04,1460.52,2918.68,90.57,69.43,98.2,1.64,427.26,8.04,1155.63,727.9,17.29,0,Moderate
213,Near-Beta Ti,22.25,Spherical,0.136,356.04,1054.76,0.139,59.34,Stripe,149.77,29.8,122.94,120.67,2106.63,8794.7,72.96,60.58,98.02,1.63,320.26,8.91,1231.3,762.32,13.52,2,Good
214,Ti-6Al-4V,30.23,Irregular,0.117,191.68,1335.2,0.139,56.94,Island,93.8,17.85,142.27,113.45,1545.26,6617.93,77.09,47.51,96.18,4.03,304.4,2.13,1121.2,730.85,5.38,9,Poor
215,Ti-5553,41.1,Irregular,0.181,294.1,1188.28,0.093,59.08,Stripe,169.55,21.69,145.74,90.28,1447.64,8929.97,74.32,65.11,97.86,0.27,406.58,12.41,1065.95,985.53,15.94,5,Good
216,Ti-5553,26.86,Irregular,0.235,374.21,1384.36,0.09,37.32,Island,121.34,17.52,96.49,47.49,1577.32,6652.36,50.15,80.84,96.28,0.23,352.76,11.68,1173.36,726.38,5.8,2,Poor
217,Ti-5553,26.7,Irregular,0.1,348.27,647.18,0.138,52.02,Island,169.08,14.76,217.34,131.91,1468.16,8259.37,102.88,48.82,96.43,1.54,315.31,6.07,812.47,700.53,14.38,1,Good
218,Near-Beta Ti,38.5,Spherical,0.221,390.64,727.06,0.118,54.85,Stripe,167.82,29.95,94.06,59.89,1897.76,8829.03,45.13,67.47,97.75,3.48,434.31,6.87,1181.01,740.8,10.8,12,Good
219,Ti-6Al-4V,21.33,Irregular,0.234,207.83,1771.85,0.124,21.77,Island,140.78,10.28,137.55,148.89,1758.0,5220.18,94.88,49.91,97.28,1.6,449.14,14.59,1065.0,741.14,8.31,12,Excellent
220,Ti-6Al-4V,24.88,Irregular,0.23,241.86,1794.46,0.137,30.64,Chessboard,223.62,11.29,112.37,62.59,1779.87,7060.86,52.25,18.66,97.12,3.18,347.8,11.76,1098.17,717.09,13.49,13,Poor
221,Ti-6Al-4V,36.63,Irregular,0.24,276.8,1495.99,0.095,55.34,Stripe,175.36,21.66,192.94,49.21,1893.28,1239.29,73.54,60.54,96.97,1.5,327.79,3.67,1263.5,859.88,14.17,7,Poor
222,Near-Beta Ti,22.53,Spherical,0.218,208.17,907.68,0.09,35.55,Chessboard,276.56,24.2,233.95,81.31,1798.71,5467.28,49.69,15.85,98.77,0.25,428.5,3.01,1196.67,1045.74,11.66,4,Excellent
223,Ti-5553,35.87,Irregular,0.169,248.51,1744.06,0.14,31.14,Chessboard,96.74,24.58,206.9,75.8,2193.28,2912.59,87.3,63.74,96.4,3.66,379.44,14.52,1258.1,996.86,15.37,13,Excellent
224,Ti-5553,38.96,Irregular,0.132,284.38,856.44,0.088,30.91,Stripe,170.34,24.07,211.67,147.43,1898.98,2030.57,112.1,85.53,96.56,2.76,447.82,11.33,1081.03,1003.31,8.1,11,Good
225,Ti-6Al-4V,38.05,Spherical,0.148,197.83,1477.72,0.086,35.02,Stripe,250.71,25.77,93.35,83.4,1868.97,9968.2,88.7,24.01,97.9,3.26,395.66,13.79,1044.91,719.0,9.38,14,Excellent
226,Ti-5553,54.77,Irregular,0.225,214.17,738.31,0.099,29.76,Stripe,188.8,24.89,205.62,45.13,1731.52,9973.62,71.45,63.66,99.82,0.97,384.93,7.63,934.12,952.47,13.4,13,Good
227,Ti-5553,41.2,Spherical,0.11,181.21,1378.69,0.102,20.13,Chessboard,292.54,20.92,90.63,148.58,1757.11,2916.27,115.03,15.3,96.46,3.13,439.17,7.73,1133.86,846.14,11.18,10,Excellent
228,Near-Beta Ti,38.72,Spherical,0.082,328.35,1511.42,0.097,26.9,Stripe,118.46,19.4,162.32,126.51,2191.6,9076.79,63.72,34.4,97.08,4.06,420.23,2.03,949.01,1092.86,6.04,8,Moderate
229,Near-Beta Ti,36.43,Irregular,0.078,240.39,1631.57,0.132,55.3,Chessboard,149.53,24.41,197.63,149.77,1404.39,9073.31,60.48,21.33,95.64,0.79,361.11,14.88,879.67,782.67,6.62,14,Excellent
230,Near-Beta Ti,52.7,Irregular,0.215,205.07,1481.17,0.148,23.03,Island,105.55,24.65,123.3,74.93,1524.36,9788.05,97.22,12.24,98.2,1.49,301.6,11.89,1131.41,786.99,15.11,10,Poor
231,Near-Beta Ti,55.8,Spherical,0.202,276.83,1708.18,0.094,36.52,Stripe,134.28,16.65,196.04,52.95,1674.43,4530.85,116.55,86.09,96.26,3.98,412.82,6.21,1069.67,748.32,14.6,0,Excellent
232,Ti-6Al-4V,54.13,Spherical,0.15,167.06,1225.11,0.135,38.26,Chessboard,227.96,10.06,229.69,83.75,2123.53,9388.06,102.27,46.9,97.63,3.25,429.8,8.57,963.2,941.66,15.56,3,Good
233,Near-Beta Ti,46.94,Irregular,0.105,380.85,1412.91,0.083,51.13,Stripe,187.13,16.29,229.25,55.39,2150.34,8036.6,70.87,23.62,97.1,1.02,319.51,5.84,1056.81,904.07,6.53,14,Good
234,Ti-5553,25.49,Spherical,0.186,223.62,1043.46,0.088,30.1,Chessboard,115.65,20.69,112.66,56.15,1446.08,7614.26,62.02,67.17,98.88,1.43,434.28,3.12,897.2,811.59,9.27,3,Good
235,Ti-6Al-4V,31.07,Spherical,0.058,371.62,612.47,0.116,32.39,Chessboard,184.43,20.52,126.67,139.29,1513.3,3230.35,77.08,91.12,99.16,4.54,429.97,9.6,1081.27,942.99,15.12,9,Good
